,tweet
800,손꾸락지 뿌러지겠다 메타뻘스 그만하고 전쟁 합시다 안철수 尹 李 동시특검 촉구 특검법 국민의당 정의당이 평가 출처 머니투데이 네이버 뉴스 QW9jqoq43D
807, 안철수 국민의당 대통령 후보 동그라미재단 주최 lt TEU Med 데모데이 gt 수료식 축사 TEU_Med 는 의학 분야를 특화시킨 의료 혁신가 양성 과정으로 동그라미재단의 후원을 받는다 sWzAHpAdN9
812,안철수 尹 李 동시특검 촉구 특검법 국민의당 정의당이 평가 이 아이디어도 좋은데 더러운민주당 180석이 동의를 해주겠나 wMRYMGoE1J
825,안철수 尹 李 동시특검 촉구 특검법 국민의당 정의당이 평가 정치가 바로 서려면 청와대가 깨끗해야 한다 청와대가 깨끗하려면 여야를 불문하고 대통령 후보들이 비리 소지나 의혹이 없어야 한다 만약 있다면 확실하게 털어야 한다 0ChVynflCm
827,안철수 尹 李 동시특검 촉구 특검법 국민의당 정의당이 평가 출처 머니투데이 네이버 뉴스 Re6J8G08m6
831, 문화예술의전당 공무원 北피살 1년 동생 실종 상태서 종전선언 참 나쁜 대통령 헤럴드경제 문재인 정권은 세가지가 없습니다 안철수 국민의당 대표 hOZUgBr4pB
839,방금 기자회견에서 안철수 현재 이슈인 특검 중재안 제시 핵심은 민주당과 국힘당은 서로 상대방의 특검안을 교차 제시하고 국민의당과 정의당은 공동으로 서로의 법안의 최소의 정당성을 확인하는 절차를 거친 후 수용할 것 
842, 안철수 국회가 민주당의총인가 北 노동당 행태 국민의당 최고위원회 QJsjyYddfl bYnF7caQ2A
868, silence97 대선후보를 추출하라는 사람은 민주당에 도움이 안됩니다 김한길도 민주당 출신이죠 안철수 따라 국민의당으로 나간 사람들 모두 김대중대통령 사람들입니다 
970,분위기가 너무나도 좋았던 TEU Med 만의 시그니처 포즈로 찰칵 동그라미재단 주최 lt TEU Med 데모데이 gt 수료식 안철수 동그라미재단 수료식 데모데이 국민의당 과학 스타트업 메디컬 TEU 고산 우주 국민상자 위드안 단체사진 Becy5xuuHz
971, 더좋은 세상으로 정례세미나 더좋은 세상으로 마포포럼 초청강연 야권 혁신 플랫폼 끝장 토론하자 youtube com 안철수 야권 혁신 플랫폼 끝장 토론하자 국민의당 마포포럼 i7Uiapcj8S
977, 인터뷰 안철수 국민의당 대선후보 다음 뉴스 pbS6ybeR65
1000,잠시후 kbs9시뉴스 국민의당 안철수대선후보 kbs9시뉴스 생방송 출연 계속되는 방송출연 안철수후보의 당당한 소신과답변 훌륭한정책 트친님들 지지자분들 많은 시청 응원 부탁드립니다 
1027,국민의당 안철수 대표는 하다가 안 되니까 어물쩡 덮는다고 끝이 아니다 국정운영을 그런 자세와 인식으로 접근하면 안 된다 며 국가 예산을 개인의 정치적 이익을 위해 동원하려 했던 잘못에 대해 국민에게 진솔하게 사과하고 재발 방지를 약속해야 한다 고 촉구했다 s7jaczItP1
1055, 국민의당 11 21 일 일정 추가 안철수 대통령 후보 11 00 기자회견 lt 쌍특검법안 촉구 및 9 재안 제안 gt 국회본청 225호 16 00 선을 넘다 대한민국 혁신논쟁 북콘서트 부산대학로 파나카B 부산광역시 금정구 금정로 94 DMZ는 Dream MZ 의 약자로 대한민국 미래를 함께 논의하는 Sz2W3TNCAD
1066, 국민의당 11 21 일 일정 _추가 안철수 대통령 후보 11 00 기자회견 lt 쌍 특검법안 촉구 및 중재안 제안 gt 
1068, 국민의당 11 21 일 일정 _추가 안철수 대통령 후보 11 00 기자회견 lt 쌍 특검법안 촉구 및 중재안 제안 gt 국회본청 225호 16 00 선을 넘다_대한민국 혁신 논쟁 DMZ 북콘서트 안철수 후보의 11 00 일정이 추가되었습니다
1083, pDn1DOA2Um 링크 클릭 11월 21일 오후 4시 이번엔 부산입니다 안철수 선을넘다 북콘서트 소통왕 부산 국민의당 국민상자 위드안 rhUJwXLxQm
1092,청년 내집마련의 꿈 안철수가 합니다 국민의당 안철수 국민상자 청년내집마련 안철수가합니다 AHCKUBgXsv
1093,청년 내집마련의 꿈 안철수가 합니다 국민의당 안철수 국민상자 청년내집마련 안철수가합니다 YzDS5hR68F
1103,청년 또 청년 MZ세대 두드리는 안철수 국민의당은 이태규 선거대책총괄본부장을 중심으로 최근 여의도 부근에 당사와 별개로 대선 캠프 사무실을 마련한 상태다 ecUWFXVppP
1107,양당 기득권 놀음에 국가 가 심하게 병들어가고있다 이쯤에서 헤쳐모여로 세계에디에 내놓아도 부끄럽지않는 선진 정당체제가 국민중심 국민의당은 다각도로 새로운 구성원 연합체가 필요한시점 안철수 중심 깨어있는 국민통합정당 출현시기 임박했다 깨어있는 민중규합 여야 재야모두규합 해야 
1137, KZnmIl1EYZJSWFn 국민의당 안철수후보 선거용 홍보물로 사용해도 대박 건강한 가족 건강한 나라 한 나라의 대통령을 하겠다는 후보 둘 중 하나는 쌍욕과 청년 행세 옥수돌로 놀림감이 되고 다른 하나는 부인의 학력과 경력위조로 조국의 내로남불을 시전하는 것과 비교됨
1149, 뉴스하이킥 이준석의 공격에 안철수가 보인 반응은 안철수 국민의당 대선후보 표창원의 뉴스 하이킥 MBC 211119방송 36sQhuR1tK
