,tweet
905, Jaemyung_Lee 후보님 개인적으로 쭉지지해온 국민중 한 한명입니다 정말 국민위한 대통령이되시고 싶다면 앞으로 상대방 후보 흠잡는데 1도 신경쓰지마시고 본인의 정책방향에만 신경써서 선거운동해주세요 다른 후보들 흠이있다면 그건 국민들이 알아서 밝혀깝니다 이런글은 오히려 마이너스라는걸아셨으면해요
919,이재명 윤석열 둘이 아무리 지지율격차가 크더라도 이런씩으로 국민을 우롱하면 안되지 않나요 mIQLiKuqZm
925,이재명 후보는 22일 오전 국회에서 열린 제1차 전국민 대전환 선대위 에 참석해 청년 선대위와 만나는 첫 회의가 이재명의 민주당 새로운 민주당의 첫 공식 활동 이라며 정책 발굴과 집행 조직 명칭 모두 최대한 자율적으로 활동해달라 고 주문했다 Yz22ZJ7WIx
941,이재명 후보는 왕이 아니라 진정한 머슴이 되겠다 저는 아무것도 가진 것 없는 사람이다 학벌도 지연도 돈도 조직도 정치적 후광도 없는 사람이다 혈혈단신으로 이 자리에까지 온 것도 여기 계신 한 분 한 분 국민 여러분이 이끌어줬기 때문 gW33un7UVe
944,장기표 이재명과 경기동부연합 무슨 관계 인가 최근 북한이 대남 선전 매체를 통해 화천대유가 국민의힘의 것 이라고 주장 JQm24rEPKs
949,민주당은 적폐이재명을 축출해야 국민의 지지를 받게 될 것 입니다 이재명_민주당에서축출해야 이상이교수님_응원합니다 CeiYcw3vlV
952,靑 이재명 정부 이해하고 전국민지원금 결단 靑 개입 안해 iun9dzgL72 박수현 수석 文 임기 내 부동산 하락 안정세 언급엔 시장심리 변곡점 입구 느낌 종부세 폭탄 표현 불안감 조장 98 는 고지서도 받지 못해 
962,국짐과 민주당이 국민에게 스트레스 주기 경연을 하고 있어 어디서 저런것들을 후보라고 뽑아서는 뭐 그래도 고민 1도 없어 이재명은 절대불가라는 대원칙이 있으니까 박근혜때 나라 망가진것은 이명박때와 비교하면 애교수준이니까 단 각자의 목숨은 스스로 조심해야겠지
996, TheMinjoo_Kr 이재명의 민주당 민주당은 당원의 것이고 국민의 것이다 어디 감히 이재명의 당이라니 우리는 절대 범법자에게 가족에게 쌍욕하는 인간에게 우리의 가치를 팔지 않는다 이재명의 민주당이 되고싶다면 너희가 민주당을 떠나라
1042,이재명 후보와 민주당의 정치적 적폐 어떻게 할 것인가 aD3ihniXhO YouTube 의인義人 이상이 교수님의 명강의를 듣고 이땅의 안개속 대선 정국을 보시며 번민하는 모든 국민들께서 정파를 떠나 이 방송을 시청하시고 옳음에 공감하는 영감과 용기를 얻으시라고 여기에 올려 봅니다 
1056,IQ높기로 소문난 한국인들 이재명이 범죄자라는 걸 다 아는데 소환 조차 안 하는 검찰 국민 알기를 너 무 개 돼지로 본다
1069,3부 이재명 측에 돈 줬다고 진술하는데도 수사 않는 검찰 조용한 언론 국민 이 나라가 썩었다 2021 11 22 VDfY4sojsA 출처 YouTube
1075,윤석열 이재명 둘 다 뽑고 싶지 않은데 이재명이 모든 분야에서 가지가지 다 하니까 오히려 윤석열은 어르고 달래가며 국정 이끌 수 있지 않을까 하는 희망사항까지 생김 반면에 이재명은 전 국민 고소 쌉가능 시발놈
