,tweet
5496,부동산으로는 토건족 이명박 한보 정태수 도라이 이재명과 박근혜정권 실세들이 우글우글한 화천대유 같은 개새끼들이나 돈 버는거야 엘시티 그런 애들
5500, hurrurruk 드디어 김일성 수업이 민주당에서 이재명 수업으로 낙옆으로 돈을 만들어 대장동을 화천대유 했다
5513,이재명은 환단고기류 같은 사이비 사학이나 사이비 종교를 신봉하며 성장한건가 싶게 사용하는 용어마다 대동세상 머슴 광대 억강부약 화천대유 1800년대 용어를 사용한다 특이해 특이해 나이드신 분들이 연예인들 딴따라 라고 한건 들어봤어도 광대라고 하는건 1800년대 이야기 아닌가 
5616, TheMinjoo_Kr 이재명과 더불어 잘가라 이재명 고속도로 휴계실에 혼자 앉아 있더라 어쩜 시민들 한사람도 관심 갖어 주는이가 없냐 이번 대선 잘 말아먹고 있다 니들 윤석열이 가만 둘것 같냐 화천대유 한 자들 줄초상날거다 후보교체 없으면 윤석열 찍는다 절대_이재명은_안찍는다
5655,폐륜아 이재명의 일일 일헛소리가 또 시작됐다 근데 어찌된 인간이 이름만 들으면 총각행세 검사행세 불륜 전과4범 형 정신병원 형수욕설 조폭연루 화천대유 검은 점 새벽 구급차 이따위 단어들만 자동으로 떠오르게 만드는지 그런데 그런 인간이 더불어빨갱이당 대선후보 PCzuqYN4QN
5724,이재명 윤석열 하나은행 검찰 수사 매우 미진 제대로 안 하면 특검 화천대유는 부정자금을 조달하는 단계에서 부산저축은행 대출 비리가 있었고 당시 윤석열 주임검사는 이를 알면서도 입건하지 않거나 무혐의 처분을 내려 토건비리 저지의 토대를 만들어줬다 auJJuJ3L9p
5955,송영길이 이 시각 이후 대선 개표 끝날 때까지 하루도 빠짐없이 매일 하루 24시간 오로지 삼보일배만 하다가 개표 후 처음으로 고개 들고 첫마디 말을 꺼내면 그 말이 무엇이든 간에 절대 묻지도 따지지도 않고 화천대유 1조 다 다시 걷어서 송영길에게 싹 다 주라고 이재명에게 청원 넣어준다 
6065, SK 화천대유의 이상한 거래 이재명 게이트 완전 헛다리 Ir8jHlNIzU 화천대유의 그분은 sk 최태원 회장 이란다 짝퉁년은 순시리의 명을 받아서 최태원을 사면해주고 모종의 거래 를 한것 아닌가요 
6181,반달 이죄명의 선거대책은 화천대유와 국제마피아단이 맡는다 몽골 기병처럼 이재명 선대위 원팀서 별동대 체제로 바뀌나 pkVBK9vqiL
6214,빙다리들 그런 눈으로 무슨 정치냐 화천대유 하는 맛에 사냐 그런다고 지지율이 올라갈까 與 이재명에 선대위 쇄신 권한 위임 의원 탓 말라 반발도 종합 다음 뉴스 oQamRi9Foe
6328,이 새끼는 화천대유 확실히 했네 그렇지 않고서야 이게 정신임 송영길 대선 기원 108배 19배째 3 1운동 63배째는 이재명 생일 떠올려 출처 조선일보 네이버 뉴스 w2IKA5wyEF
6497,화천대유 이재명당 축하 화환은 못보내고 3oaTuaTSbC
6763,다음이랑 네이버에 이재명기사만 200개 씩 500개 정도된다 언플에 미친새키 맞아 화천대유가 기레기비 대납해줬나봐 기레기들 부역도 처벌대상이었으면 좋겠다
6901,이재명 생일까지 생각하며 절을 하는 민주당 당대표는 제정신인가 별 미친새퀴를 다보겠다 화천대유 했니 
7211,rt 시인님 말씀에 공감한다 절대로 용서해선 안되는 새끼들이 이해찬 이재명 송망길 역대최악호로새끼 이해찬은옥사해라 모수배제사사오입 송망길은탈당해라 화천대유비리몸통 이재명은폭사하라
7519,인드라 뜻 민주당 이재명 안철수 공동위원장 대선 1달전까지 후보압축 발표는 10일전 화천대유 세월호 유병언 4조원사기 조희팔 기무대 반란 조현천 이재수 이명박 4자방 외교 방산비리 박정희 박근혜 불법 해외자금 사이버대 사이버사령부 기무대관련 공자학교 북한학 중국학 수사 간첩토벌 rSt33isnvS
7663, 7bsMWSy3FA6mXJI sosa9053 이재명이 안돼는 이유는 차고 넘친다 불륜 소송 중이고 변호사비 대납 고발중이고 화천대유 건설업 면허도없는걸 승인하고 인허가 해준 사람은 성남시장이고 백현동개발은 자본금1만원짜리 회사에 수의계약으로 몰아주고 형님 강제입원시도 형수님께 쌍욕한거 자기가 변호하던 철거민들 고소고발
7726,민주당 어버이수령 이재명인가 민주당 국회의원들이 이재명을 공부한다고 화천대유 비법 공유 할려나 쌍욕 비법이나 웃기지도 않는다 
7802, dohwarim 그래도 문재인 대통령은 팔아먹지 않네요 하기사 차별성을 둔다고 이재명의 민주당한다고 싸질렀으니 더불어 구속될것들이죠 더불어 화천대유당
7976, hanitweet 사과는 필요없어요 부동산 투기업자들에게 화천대유식 천억대 이득을 몰아줬으면 특검을 받고 감옥에 가셔야죠 형수 욕설 김혜경이 자지러지게 웃던 그 파일이 전국적으로 틀어지게 될 날이 얼마 안남았네요 기본소득 기본주택 기본금융 이재명의 정책중에 제대로 된게 있나요 
8157,5 연일 떠들썩한 대장동 화천대유 사건 사람들이 화처대유하세요를 추석 인사로 할 정도로 회자되며 많은 조롱거리로 전락한 이재명의 핵심 성과 관련자 김만배 유동규 등 구속되었으나 아직 당시 결정권자인 이재명은 수사를 받지 않고 있음 결재자의 책임에 대해 도의적으로만 사과한 바 있음 
8230,이재명은 약탈함니다 잇는 자들꺼 세금으로 약탈해 엄는자들한테 기본 사탕발림으로 나눠주고 권력은 먹슴니다 뒤로 조용히 차명으로 화천대유도 함니다 바지도 내림니다 
8251, 내년 30조 풀자 이재명 1인당 20만원 대신 지역화폐 승부수 다음뉴스 화천대유는 니 다까리들한테만 주고 이젠 돈 떨어지고 발각되니 어쩔 수 없이 국민세금으로 푼돈 주자고 니 머리에서 나오는 생각자체가 거지스럽다 막산아 반듯하게 산 시민들의 무서움을 몰라 iLNLUMJU59
8489,정진상 김현지 장형철 등 이재명 측근들 대장동 아파트 분양 이재명의 말과 다른 행동 우연 G0Gir2cXMu YouTube 성남도개공의 막대한 이익을 가로막고 화천대유에 천문학적 이익을 몰아준 것은 의도된 불법 경기불안 이유라지만 이재명 측근들이 대거 분양받은 것을 어떻게 설명 
8621,아니 왜 이재명이 대권보다 당권을 먹을거라고 생각하시지 그렇게 물렁하게 생각하면 우리가 져요 당권은 이미 먹은듯 하구요 이재명은 대권 포기할 사람이 아닙니다 요소요소에 자기 사람까지 심어놨을텐데 좀만 버티면 된다고 생각해요 벌써 화천대유 기사도 사라졌고 
8625,이재명 화천대유가 대장동 5개 블록의 수의 계약이 적법 주장 그러나 법조계는 위법 지적 위증 논란 xSyNAZRBJt YouTube 대장동 게이트를 이재명 게이트라고 할 수 있는 것은 이재명의 거짓말과는 달리 처음부터 불법으로 출발했다는 것 
8721,이재명 초호화 변호인단 수임료 화천대유에서 제공했을까 다음뉴스 k2TnmjqQll
8801,이재명당을 만든다고 화천대유당 대장동파들아 국민의 이름으로 너희들을 처단하니 영원히 정계에서 퇴출될 것이라 
8868, 2415kang 화천대유 실소유주가 이재명인지 아닌지 즉각 특검하라 코나아이 실소유주가 이재명인지 아닌지 즉각 특검하라 절대 이재명은 안 찍는다 절대_이재명은_안찍는다 대장동몸통_이재명을_수사하라 대장동_특검하라 이재명을_거부한다 이재명을_교체하라 NO재명
8882,이재명 정치인 권한 가까운 사람들 기회주는데 쓰면 사회가 흥하겠냐 lt 그래서 가까운사람들 성남시 경기도에 낙하산으로 투하하고 대장동아파트 분양 특혜의혹나오고 502명의 동명인들 의심나오고 그러는 건가요 화천대유 천하동인 국제파 코나아이 등등 나열도 힘드네 T4XgQFY5Op
